name,span,matches,innings,not_outs,runs,highest_score,average,balls_faced,strike_rate,century,half_century,ducks,country
W Watson,1990-1994,33.0,9,3,33,21,5.5,64,51.56,0,0,3,NZ
JC Archer,2019-2023,21.0,11,6,32,8,6.4,48,66.66,0,0,2,ENG
RE Bryson,1997-1997,7.0,4,3,32,17,32.0,25,128.0,0,0,0,SA
D Cleaver,2022-2022,1.0,1,0,32,32,32.0,37,86.48,0,0,0,NZ
Karim Janat,2017-2023,3.0,3,0,32,22,10.66,47,68.08,0,0,0,AFG
BP Kruger,2010-2011,5.0,3,0,32,15,10.66,50,64.0,0,0,0,NED
Mansoor Akhtar,1990-1990,1.0,1,0,32,32,32.0,42,76.19,0,0,0,PAK
CT Mumba,2016-2020,7.0,7,3,32,13,8.0,55,58.18,0,0,0,ZIM
CW Perchard,2023-2023,5.0,4,3,32,16,32.0,38,84.21,0,0,0,JER
SLV Raju,1990-1996,53.0,16,8,32,8,4.0,67,47.76,0,0,4,IND
SP Terry,2016-2016,5.0,5,0,32,16,6.4,67,47.76,0,0,1,IRE
Amir Hayat,2018-2019,9.0,6,3,31,24,10.33,73,42.46,0,0,1,UAE
AM Hardie,2023-2024,4.0,3,0,31,26,10.33,46,67.39,0,0,0,AUS
C Jonker,2018-2018,2.0,2,0,31,25,15.5,33,93.93,0,0,0,SA
GC Martin,1994-1995,5.0,4,0,31,16,7.75,65,47.69,0,0,0,ZIM
Naseem Shah,2022-2023,14.0,4,3,31,18,31.0,43,72.09,0,0,0,PAK
MN Nawaz,1998-2002,3.0,3,1,31,15,15.5,71,43.66,0,0,0,SL
JD Nel,2006-2010,19.0,10,8,31,11,15.5,54,57.4,0,0,1,SCOT
Noor Ahmad,2022-2024,10.0,4,1,31,26,10.33,41,75.6,0,0,1,AFG
MM Sharma,2013-2015,26.0,9,5,31,11,7.75,66,46.96,0,0,1,IND
PM Siddle,2009-2019,20.0,6,3,31,10,10.33,30,103.33,0,0,1,AUS
RW Sims,2002-2003,3.0,2,1,31,24,31.0,67,46.26,0,0,0,ZIM
M Yachad,1991-1991,1.0,1,0,31,31,31.0,77,40.25,0,0,0,SA
BE Young,1998-1999,6.0,3,1,31,18,15.5,47,65.95,0,0,0,AUS
GJ Batty,2002-2009,10.0,8,2,30,17,5.0,73,41.09,0,0,1,ENG
Bilal Khan,2019-2023,45.0,19,11,30,9,3.75,69,43.47,0,0,5,OMA
M Cheruparambil,2004-2004,2.0,2,0,30,30,15.0,52,57.69,0,0,1,HKG
PT Collins,1999-2005,30.0,12,5,30,10,4.28,50,60.0,0,0,2,WI
Ehsan Nawaz,2014-2018,12.0,10,4,30,11,5.0,87,34.48,0,0,3,HKG
JE Emburey,1993-1993,3.0,2,0,30,20,15.0,49,61.22,0,0,0,ENG
MVT Fernando,2017-2019,8.0,8,6,30,7,15.0,61,49.18,0,0,1,SL
AJ Ireland,2005-2007,26.0,13,5,30,8,3.75,101,29.7,0,0,3,ZIM
RM Jariwala,2022-2022,4.0,4,0,30,14,7.5,50,60.0,0,0,0,USA
Mohammad Haris,2022-2023,6.0,5,1,30,17,7.5,35,85.71,0,0,1,PAK
JS Ababu,1999-2006,9.0,5,2,29,17,9.66,63,46.03,0,0,0,KENYA
TCB Fernando,2001-2003,17.0,10,6,29,14,7.25,59,49.15,0,0,1,SL
BD Glover,2019-2023,9.0,6,4,29,18,14.5,46,63.04,0,0,0,NED
BHG Gorlee,2022-2022,3.0,3,0,29,16,9.66,55,52.72,0,0,0,NED
BW Hilfenhaus,2007-2012,25.0,11,8,29,16,9.66,69,42.02,0,0,0,AUS
Imran Abbas,2000-2000,2.0,2,0,29,28,14.5,63,46.03,0,0,0,PAK
DI Joyce,2006-2007,3.0,3,0,29,18,9.66,56,51.78,0,0,1,IRE
A Neill,2019-2023,9.0,6,4,29,14,14.5,41,70.73,0,0,0,SCOT
Adeel Raja,2002-2011,21.0,12,2,28,8,2.8,139,20.14,0,0,4,NED
RN Bhatia,2022-2024,3.0,3,1,28,24,14.0,38,73.68,0,0,0,UAE
JD Hall,2010-2010,3.0,3,0,28,15,9.33,75,37.33,0,0,0,IRE
J Jarvis,2023-2023,3.0,3,0,28,26,9.33,47,59.57,0,0,1,SCOT
MP Jarvis,1992-1995,7.0,3,1,28,17,14.0,31,90.32,0,0,0,ZIM
DS Mohanty,1997-2001,45.0,11,6,28,18,5.6,57,49.12,0,0,3,IND
Pramod Madushan,2022-2024,9.0,6,1,28,15,5.6,83,33.73,0,0,0,SL
Usman Rafiq,2023-2023,2.0,2,1,28,28,28.0,40,70.0,0,0,1,USA
MR Whitney,1991-1993,29.0,9,6,28,9,9.33,68,41.17,0,0,1,AUS
KS Airee,2020-2022,3.0,3,2,27,18,27.0,24,112.5,0,0,1,NEP
SA Ankola,1993-1997,17.0,11,3,27,9,3.37,38,71.05,0,0,4,IND
Ehsan Adil,2013-2015,6.0,4,1,27,15,9.0,42,64.28,0,0,0,PAK
TG Gordon,2011-2011,5.0,5,0,27,9,5.4,59,45.76,0,0,0,CAN
TJ Heggelman,2010-2011,5.0,5,0,27,22,5.4,85,31.76,0,0,0,NED
HAPW Jayawardene,2003-2007,6.0,5,0,27,20,5.4,44,61.36,0,0,1,SL
TP Kamungozi,2006-2015,14.0,11,6,27,12,5.4,55,49.09,0,0,2,ZIM
BL Kotze,2003-2003,5.0,4,1,27,24,9.0,51,52.94,0,0,2,NAM
GF Linde,2021-2021,2.0,2,1,27,18,27.0,29,93.1,0,0,0,SA
Mujahid Jamshed,1997-1997,4.0,3,1,27,23,13.5,54,50.0,0,0,0,PAK
RJ Robinson,2007-2009,3.0,2,0,27,17,13.5,40,67.5,0,0,0,BER
Rumman Raees,2017-2018,9.0,4,1,27,16,9.0,24,112.5,0,0,1,PAK
T Suri,2024-2024,2.0,2,0,27,27,13.5,31,87.09,0,0,1,UAE
BA Williams,2002-2004,25.0,6,4,27,13,13.5,46,58.69,0,0,2,AUS
Aizaz Cheema,2011-2012,14.0,6,3,26,9,8.66,45,57.77,0,0,0,PAK
U Bhagwan,2024-2024,4.0,2,1,26,20,26.0,28,92.85,0,0,0,CAN
B Fernando,2021-2021,4.0,3,0,26,17,8.66,36,72.22,0,0,0,SL
Gazi Ashraf,1990-1990,2.0,2,0,26,18,13.0,106,24.52,0,0,0,BAN
Hamza Tahir,2019-2023,31.0,8,2,26,13,4.33,78,33.33,0,0,4,SCOT
PW Jarvis,1993-1993,11.0,6,1,26,16,5.2,27,96.29,0,0,1,ENG
Khurram Nawaz,2019-2019,3.0,2,1,26,17,26.0,49,53.06,0,0,0,OMA
A Kuruvilla,1997-1997,25.0,11,4,26,7,3.71,43,60.46,0,0,1,IND
Mosharraf Hossain,2008-2016,5.0,5,1,26,8,6.5,75,34.66,0,0,0,BAN
MS Panesar,2007-2007,26.0,8,3,26,13,5.2,91,28.57,0,0,0,ENG
CEB Rice,1991-1991,3.0,2,0,26,14,13.0,37,70.27,0,0,0,SA
Shahid Ahmadzai,2024-2024,3.0,3,2,26,13,26.0,37,70.27,0,0,0,CAN
TG Shaw,1991-1994,9.0,6,4,26,17,13.0,35,74.28,0,0,1,SA
SL Stewart,2010-2010,4.0,4,0,26,14,6.5,59,44.06,0,0,0,NZ
Tareq Aziz,2002-2004,10.0,8,7,26,11,26.0,73,35.61,0,0,1,BAN
BO van Rooi,2003-2003,3.0,3,2,26,17,26.0,38,68.42,0,0,0,NAM
RJ van Vuuren,2003-2003,5.0,5,2,26,14,8.66,38,68.42,0,0,2,NAM
Wasim Haider,1992-1992,3.0,2,0,26,13,13.0,70,37.14,0,0,0,PAK
Sultan Zarawani,1994-1996,7.0,6,0,26,13,4.33,62,41.93,0,0,1,UAE
RJ Blakey,1992-1993,3.0,2,0,25,25,12.5,50,50.0,0,0,1,ENG
DK Butler,2005-2006,5.0,4,3,25,13,25.0,34,73.52,0,0,0,WI
TL Chivanga,2022-2023,8.0,6,3,25,8,8.33,33,75.75,0,0,0,ZIM
PD Machhi,2021-2021,1.0,1,0,25,25,25.0,32,78.12,0,0,0,OMA
GMC Mol,2007-2008,6.0,4,2,25,14,12.5,54,46.29,0,0,0,NED
Naved Anjum,1992-1992,5.0,5,2,25,12,8.33,27,92.59,0,0,1,PAK
A Patel,2003-2003,2.0,1,0,25,25,25.0,29,86.2,0,0,0,CAN
Sayed Shirzad,2019-2019,2.0,1,0,25,25,25.0,17,147.05,0,0,0,AFG
Shahid Nazir,1996-2000,17.0,8,7,25,8,25.0,43,58.13,0,0,0,PAK
Sohail Khan,2008-2016,13.0,6,1,25,7,5.0,51,49.01,0,0,0,PAK
SW Tait,2007-2011,35.0,7,5,25,11,12.5,29,86.2,0,0,1,AUS
S Bhari,2020-2022,11.0,7,5,24,11,12.0,54,44.44,0,0,0,NEP
AN French,2004-2004,2.0,2,0,24,14,12.0,84,28.57,0,0,0,HKG
ST Gabriel,2016-2019,25.0,16,9,24,12,3.42,63,38.09,0,0,4,WI
Hazrat Bilal,2022-2023,7.0,4,3,24,20,24.0,69,34.78,0,0,0,UAE
BE Hendricks,2019-2023,10.0,4,1,24,18,8.0,45,53.33,0,0,0,SA
VR Iyer,2022-2022,2.0,2,0,24,22,12.0,40,60.0,0,0,0,IND
JPR Lamsam,2004-2008,2.0,2,0,24,16,12.0,47,51.06,0,0,0,HKG
SW Lubbers,1996-1996,4.0,4,1,24,9,8.0,37,64.86,0,0,0,NED
MJ Mason,2003-2010,26.0,7,4,24,13,8.0,45,53.33,0,0,1,NZ
Naeem Ashraf,1995-1995,2.0,2,1,24,16,24.0,43,55.81,0,0,0,PAK
SB O'Connor,1997-2000,38.0,13,6,24,8,3.42,91,26.37,0,0,3,NZ
N Pothas,2000-2000,3.0,1,0,24,24,24.0,41,58.53,0,0,0,SA
Sheikh Salahuddin,1997-1997,6.0,5,3,24,12,12.0,136,17.64,0,0,0,BAN
ML Su'a,1992-1995,12.0,7,2,24,12,4.8,56,42.85,0,0,0,NZ
Amir Hamza,2012-2017,31.0,16,9,23,7,3.28,94,24.46,0,0,1,AFG
JO Angara,1997-2003,17.0,11,5,23,6,3.83,64,35.93,0,0,1,KENYA
HAG Anthony,1995-1995,3.0,3,0,23,21,7.66,22,104.54,0,0,1,WI
Asim Butt,1999-1999,5.0,4,0,23,11,5.75,28,82.14,0,0,0,SCOT
Avesh Khan,2022-2023,8.0,4,1,23,10,7.66,29,79.31,0,0,0,IND
SV Bahutule,1997-2003,8.0,4,1,23,11,7.66,29,79.31,0,0,0,IND
J Blackwood,2015-2022,3.0,3,1,23,12,11.5,41,56.09,0,0,0,WI
SC Getkate,2019-2021,4.0,2,1,23,16,23.0,23,100.0,0,0,0,IRE
D Heyliger,2023-2024,8.0,5,1,23,10,5.75,20,115.0,0,0,0,CAN
E Katchay,2008-2009,5.0,3,1,23,12,11.5,41,56.09,0,0,0,CAN
J Louw,2008-2008,3.0,1,0,23,23,23.0,7,328.57,0,0,0,SA
SJ Massiah,2004-2004,2.0,2,0,23,23,11.5,44,52.27,0,0,1,USA
AJ Penn,1997-2001,5.0,3,1,23,15,11.5,33,69.69,0,0,0,NZ
CP Tremain,2016-2016,4.0,3,2,23,23,23.0,37,62.16,0,0,1,AUS
Afzaal Haider,2004-2008,4.0,4,1,22,22,7.33,52,42.3,0,0,2,HKG
DW Headley,1996-1999,13.0,6,4,22,10,11.0,49,44.89,0,0,1,ENG
Kamran Shazad,2014-2015,4.0,3,1,22,13,11.0,25,88.0,0,0,1,UAE
Mohammad Salman,2011-2011,7.0,3,1,22,19,11.0,39,56.41,0,0,1,PAK
RM Patidar,2023-2023,1.0,1,0,22,22,22.0,16,137.5,0,0,0,IND
BP Patterson,1991-1993,28.0,14,10,22,8,5.5,60,36.66,0,0,1,WI
A Phillip,2021-2022,5.0,2,1,22,21,22.0,25,88.0,0,0,0,WI
Shafiuddin Ahmed,1997-2000,11.0,10,6,22,11,5.5,66,33.33,0,0,3,BAN
O Thomas,2018-2024,25.0,14,8,22,7,3.66,74,29.72,0,0,3,WI
Ali Asad,2004-2004,2.0,2,1,21,12,21.0,47,44.68,0,0,0,UAE
JP Behrendorff,2019-2022,12.0,6,3,21,11,7.0,23,91.3,0,0,1,AUS
AB Dinda,2010-2013,13.0,5,0,21,16,4.2,36,58.33,0,0,2,IND
Fazalhaq Farooqi,2022-2024,32.0,17,12,21,6,4.2,64,32.81,0,0,3,AFG
EE Hemmings,1990-1991,15.0,8,4,21,8,5.25,46,45.65,0,0,1,ENG
S Keshvani,2009-2009,5.0,2,0,21,17,10.5,38,55.26,0,0,0,CAN
TBA May,1992-1995,33.0,8,7,21,5,21.0,36,58.33,0,0,0,AUS
J Patraj,2007-2007,2.0,2,0,21,20,10.5,48,43.75,0,0,0,CAN
I Wardlaw,2013-2015,22.0,14,8,21,7,3.5,40,52.5,0,0,5,SCOT
Ali Khan,2019-2023,15.0,8,2,20,6,3.33,31,64.51,0,0,1,USA
O Henry,1992-1992,3.0,3,1,20,11,10.0,26,76.92,0,0,0,SA
AP Igglesden,1994-1994,4.0,3,1,20,18,10.0,31,64.51,0,0,1,ENG
MR Johnson,2004-2004,2.0,2,0,20,20,10.0,19,105.26,0,0,1,USA
MMA Jonkman,2007-2010,4.0,2,0,20,13,10.0,51,39.21,0,0,0,NED
SI Kamea,2022-2023,22.0,18,11,20,5,2.85,61,32.78,0,0,4,PNG
S Mahmood,2020-2023,8.0,2,0,20,12,10.0,31,64.51,0,0,0,ENG
DT Mutendera,1999-2001,9.0,4,2,20,10,10.0,43,46.51,0,0,0,ZIM
LR Naylor,2023-2023,1.0,1,0,20,20,20.0,21,95.23,0,0,0,SCOT
IL Philip,1999-1999,3.0,3,0,20,17,6.66,89,22.47,0,0,1,SCOT
ADJ Pitcher,2007-2007,3.0,3,0,20,12,6.66,28,71.42,0,0,1,BER
AF Sattaur,2003-2003,3.0,3,0,20,13,6.66,60,33.33,0,0,1,CAN
JA Simpson,2021-2021,3.0,2,0,20,17,10.0,31,64.51,0,0,0,ENG
Umair Ali,2015-2015,2.0,2,0,20,10,10.0,30,66.66,0,0,0,UAE
HGV Vare,2023-2023,6.0,5,1,20,7,5.0,28,71.42,0,0,0,PNG
DS Bajwa,2024-2024,1.0,1,0,19,19,19.0,20,95.0,0,0,0,CAN
JW Dernbach,2011-2013,24.0,8,1,19,5,2.71,39,48.71,0,0,1,ENG
EL Gouka,1996-1996,3.0,2,1,19,19,19.0,36,52.77,0,0,0,NED
T Kumaran,1999-2000,8.0,3,0,19,8,6.33,27,70.37,0,0,0,IND
MAWR Madurasinghe,1990-1992,8.0,5,4,19,8,19.0,53,35.84,0,0,0,SL
V Permaul,2012-2017,7.0,4,1,19,10,6.33,26,73.07,0,0,0,WI
Sami Faridi,2008-2008,3.0,2,0,19,16,9.5,31,61.29,0,0,0,CAN
MJ Smith,1999-1999,5.0,5,0,19,13,3.8,85,22.35,0,0,0,SCOT
MC Snedden,1990-1990,8.0,5,1,19,13,4.75,41,46.34,0,0,2,NZ
Sunzamul Islam,2017-2018,3.0,1,0,19,19,19.0,24,79.16,0,0,0,BAN
C Viljoen,2019-2019,2.0,2,1,19,17,19.0,23,82.6,0,0,0,NAM
AG Wharf,2004-2005,13.0,5,3,19,9,9.5,28,67.85,0,0,1,ENG
KOK Williams,2017-2018,8.0,5,4,19,16,19.0,27,70.37,0,0,0,WI
Aamir Kaleem,2019-2022,3.0,2,0,18,13,9.0,24,75.0,0,0,0,OMA
SG Borthwick,2011-2011,2.0,2,0,18,15,9.0,16,112.5,0,0,0,ENG
F Kasteni,2007-2007,3.0,3,0,18,9,6.0,42,42.85,0,0,1,ZIM
AV Lalcheta,2019-2019,2.0,2,0,18,12,9.0,47,38.29,0,0,0,OMA
JJC Lawson,2001-2005,13.0,5,2,18,8,6.0,16,112.5,0,0,0,WI
SSB Magala,2021-2023,8.0,5,2,18,6,6.0,24,75.0,0,0,1,SA
Munir Dar,2008-2008,2.0,2,0,18,14,9.0,16,112.5,0,0,0,HKG
HB Shipley,2023-2023,8.0,6,1,18,7,3.6,39,46.15,0,0,2,NZ
LR Shukla,1999-1999,3.0,2,0,18,13,9.0,19,94.73,0,0,0,IND
Sultan Ahmed,2019-2019,2.0,2,0,18,11,9.0,42,42.85,0,0,0,UAE
W Sutherland,2024-2024,2.0,1,0,18,18,18.0,33,54.54,0,0,0,AUS
Syed Maqsood,2004-2004,2.0,2,0,18,13,9.0,43,41.86,0,0,0,UAE
Tanvir Ahmed,2011-2011,2.0,1,0,18,18,18.0,12,150.0,0,0,0,PAK
K Whatham,2011-2011,1.0,1,0,18,18,18.0,41,43.9,0,0,0,CAN
GI Allott,1997-2000,31.0,11,6,17,7,3.4,56,30.35,0,0,2,NZ
JA Clarkson,2023-2023,3.0,2,0,17,16,8.5,24,70.83,0,0,0,NZ
DM Dupavillon,2020-2021,2.0,1,0,17,17,17.0,10,170.0,0,0,0,SA
IS Gallage,1999-2001,3.0,2,1,17,14,17.0,27,62.96,0,0,0,SL
RD Gudhka,2011-2011,2.0,2,1,17,10,17.0,14,121.42,0,0,0,KENYA
MJ Hoggard,2001-2006,26.0,6,2,17,7,4.25,30,56.66,0,0,1,ENG
Ilyas Gull,2004-2004,2.0,2,0,17,16,8.5,59,28.81,0,0,0,HKG
IT Iqbal,1996-1996,3.0,2,0,17,16,8.5,52,32.69,0,0,0,KENYA
JNT Seales,2022-2023,10.0,5,2,17,16,5.66,41,41.46,0,0,2,WI
KCB Jeremy,2000-2001,6.0,4,2,17,8,8.5,42,40.47,0,0,1,WI
RJ Kennedy,1996-1996,7.0,4,3,17,8,17.0,15,113.33,0,0,0,NZ
RD Rickelton,2023-2023,2.0,2,0,17,14,8.5,26,65.38,0,0,0,SA
CEW Silverwood,1996-2001,7.0,4,0,17,12,4.25,34,50.0,0,0,1,ENG
V Sukumaran,2022-2022,2.0,2,0,17,15,8.5,47,36.17,0,0,0,UAE
JH Desai,2004-2004,1.0,1,0,16,16,16.0,38,42.1,0,0,0,USA
N Ifill,2003-2006,4.0,3,0,16,9,5.33,45,35.55,0,0,1,CAN
RL Johnson,2003-2003,10.0,4,1,16,10,5.33,20,80.0,0,0,1,ENG
MP Kuhnemann,2022-2022,4.0,2,0,16,15,8.0,14,114.28,0,0,0,AUS
BP Loots,2010-2011,7.0,5,2,16,9,5.33,27,59.25,0,0,1,NED
FN Otieno,2010-2010,4.0,4,0,16,8,4.0,68,23.52,0,0,1,KENYA
C Sharma,1992-1994,5.0,2,0,16,15,8.0,19,84.21,0,0,0,IND
V Shetty,2008-2014,2.0,2,0,16,9,8.0,29,55.17,0,0,0,UAE
S Somasunder,1996-1996,2.0,2,0,16,9,8.0,63,25.39,0,0,0,IND
BM Tickner,2022-2023,13.0,7,5,16,6,8.0,28,57.14,0,0,0,NZ
RR Beaton,2017-2017,2.0,2,1,15,12,15.0,51,29.41,0,0,0,WI
VB Chandrasekhar,1990-1990,3.0,3,0,15,8,5.0,32,46.87,0,0,0,IND
HF Gurney,2014-2014,10.0,6,4,15,6,7.5,33,45.45,0,0,0,ENG
RS Higgins,2006-2006,11.0,8,2,15,7,2.5,63,23.8,0,0,3,ZIM
Irfan Fazil,2000-2000,1.0,1,0,15,15,15.0,16,93.75,0,0,0,PAK
SHU Karnain,1990-1990,2.0,2,0,15,14,7.5,27,55.55,0,0,0,SL
GE Kidd,2007-2008,6.0,1,0,15,15,15.0,25,60.0,0,0,0,IRE
AM McCarthy,2021-2021,2.0,2,0,15,12,7.5,41,36.58,0,0,0,WI
Mansoor Rana,1990-1990,2.0,2,0,15,10,7.5,24,62.5,0,0,0,PAK
Mohammad Zahid,1996-2002,11.0,4,2,15,7,7.5,22,68.18,0,0,0,PAK
EMDY Munaweera,2017-2017,2.0,2,0,15,11,7.5,29,51.72,0,0,0,SL
HD Rutherford,2013-2013,4.0,4,0,15,11,3.75,56,26.78,0,0,0,NZ
Sajjad Ahmed,1995-1995,2.0,2,0,15,11,7.5,46,32.6,0,0,0,BAN
PCR Tufnell,1990-1997,20.0,10,9,15,5,15.0,31,48.38,0,0,0,ENG
PS Vaidya,1995-1996,4.0,2,0,15,12,7.5,12,125.0,0,0,0,IND
A van der Merwe,2010-2011,9.0,6,2,15,8,3.75,25,60.0,0,0,2,IRE
AP Wells,1995-1995,1.0,1,0,15,15,15.0,10,150.0,0,0,0,ENG
Zafar Gohar,2015-2015,1.0,1,0,15,15,15.0,15,100.0,0,0,0,PAK
Asghar Ali,2004-2004,2.0,2,0,14,14,7.0,53,26.41,0,0,1,UAE
Asif Mahmood,1998-1998,2.0,2,0,14,14,7.0,34,41.17,0,0,1,PAK
IPP Batuwitarachchi,2008-2008,2.0,2,0,14,14,7.0,48,29.16,0,0,1,UAE
G Chapple,2006-2006,1.0,1,0,14,14,14.0,7,200.0,0,0,0,ENG
O Davidson,2022-2022,1.0,1,0,14,14,14.0,33,42.42,0,0,0,SCOT
J Da Silva,2021-2021,2.0,2,0,14,9,7.0,35,40.0,0,0,0,WI
HS Dhillon,2006-2006,2.0,2,0,14,13,7.0,35,40.0,0,0,0,CAN
MD du Preez,2021-2023,3.0,3,0,14,5,4.66,44,31.81,0,0,0,NAM
VJ Kingma,2014-2024,22.0,10,3,14,9,2.0,53,26.41,0,0,4,NED
LD Madushanka,2017-2017,4.0,4,1,14,7,4.66,26,53.84,0,0,1,SL
Mohammad Akram,1995-2000,23.0,9,7,14,7,7.0,34,41.17,0,0,1,PAK
Muhammad Jawadullah,2023-2023,5.0,4,2,14,13,7.0,13,107.69,0,0,1,UAE
Nadeem Ghauri,1990-1990,6.0,3,2,14,7,14.0,25,56.0,0,0,0,PAK
Nasir Ahmed,1990-1990,4.0,2,0,14,11,7.0,47,29.78,0,0,0,BAN
IA Nicolson,2010-2010,2.0,2,0,14,14,7.0,22,63.63,0,0,1,ZIM
D Soraine,2006-2012,4.0,4,0,14,6,3.5,20,70.0,0,0,1,CAN
OP Stone,2018-2023,8.0,4,2,14,9,7.0,17,82.35,0,0,0,ENG
AC Valthapa,2023-2023,3.0,1,0,14,14,14.0,22,63.63,0,0,0,UAE
LJ Woodcock,2011-2011,4.0,2,1,14,11,14.0,22,63.63,0,0,0,NZ
Aamer Nazir,1993-1995,9.0,3,2,13,9,13.0,20,65.0,0,0,0,PAK
Asad Ali,2013-2013,4.0,2,0,13,11,6.5,16,81.25,0,0,0,PAK
LS Baker,2008-2009,10.0,4,2,13,11,6.5,23,56.52,0,0,1,WI
MD Bates,2012-2012,2.0,1,0,13,13,13.0,10,130.0,0,0,0,NZ
RD Chahar,2021-2021,1.0,1,0,13,13,13.0,25,52.0,0,0,0,IND
HT Davis,1994-1997,11.0,6,4,13,7,6.5,33,39.39,0,0,1,NZ
RR Emrit,2007-2007,2.0,2,1,13,13,13.0,35,37.14,0,0,0,WI
C Floyd,2022-2023,9.0,4,1,13,9,4.33,17,76.47,0,0,0,NED
Gurkeerat Singh,2016-2016,3.0,3,1,13,8,6.5,13,100.0,0,0,0,IND
RL Hayes,1995-1995,1.0,1,0,13,13,13.0,25,52.0,0,0,0,NZ
RO Hurley,2003-2004,9.0,4,0,13,6,3.25,32,40.62,0,0,1,WI
JJ Krejza,2011-2011,8.0,2,1,13,7,13.0,23,56.52,0,0,0,AUS
SP Krishnamurthi,2021-2021,3.0,3,0,13,13,4.33,24,54.16,0,0,2,USA
AMN Munasinghe,1994-1996,5.0,4,1,13,8,4.33,52,25.0,0,0,1,SL
B Regmi,2018-2019,4.0,4,0,13,12,3.25,47,27.65,0,0,2,NEP
BA Reid,1990-1992,20.0,7,4,13,5,4.33,49,26.53,0,0,0,AUS
AA Shafique,2023-2023,2.0,1,0,13,13,13.0,33,39.39,0,0,0,OMA
Usman Salahuddin,2011-2011,2.0,2,0,13,8,6.5,28,46.42,0,0,0,PAK
Asim Saeed,2004-2004,2.0,2,0,12,12,6.0,19,63.15,0,0,1,UAE
DM Basden,2007-2007,2.0,2,0,12,7,6.0,39,30.76,0,0,0,BER
GK Bruk-Jackson,1993-1993,1.0,1,0,12,12,12.0,33,36.36,0,0,0,ZIM
S Daniel,2024-2024,1.0,1,0,12,12,12.0,28,42.85,0,0,0,SL
Danish Aziz,2021-2021,2.0,2,0,12,9,6.0,20,60.0,0,0,0,PAK
Danish Kaneria,2001-2007,18.0,10,8,12,6,6.0,22,54.54,0,0,2,PAK
RP de Groen,1993-1994,12.0,8,3,12,7,2.4,36,33.33,0,0,4,NZ
S Dhamala,2022-2022,1.0,1,0,12,12,12.0,38,31.57,0,0,0,NEP
R Dhawan,2016-2016,3.0,2,1,12,9,12.0,13,92.3,0,0,0,IND
Enamul Haque jnr,2005-2009,10.0,5,1,12,5,3.0,19,63.15,0,0,2,BAN
M Hayward,1998-2002,21.0,5,1,12,4,3.0,28,42.85,0,0,1,SA
Imtiaz Abbasi,1994-1996,7.0,6,4,12,6,6.0,38,31.57,0,0,0,UAE
Javed Qadeer,1995-1995,1.0,1,0,12,12,12.0,23,52.17,0,0,0,PAK
AJ McKay,2010-2012,19.0,10,7,12,4,4.0,47,25.53,0,0,3,NZ
PJK Mooney,2006-2007,4.0,3,2,12,11,12.0,9,133.33,0,0,1,IRE
T Muzarabani,2015-2016,8.0,7,3,12,5,3.0,40,30.0,0,0,1,ZIM
Naeemuddin Aslam,2004-2004,2.0,2,0,12,12,6.0,31,38.7,0,0,1,UAE
TS Nethula,2012-2012,5.0,3,1,12,9,6.0,11,109.09,0,0,1,NZ
Noor-ul-Haq,2010-2010,2.0,2,0,12,12,6.0,58,20.68,0,0,1,AFG
Qais Ahmad,2022-2024,3.0,2,0,12,11,6.0,8,150.0,0,0,0,AFG
EJ Richardson,2013-2013,2.0,1,0,12,12,12.0,18,66.66,0,0,0,IRE
Sabir Ali,2022-2023,4.0,3,1,12,7,6.0,13,92.3,0,0,0,UAE
Tauseef Ahmed,1990-1990,4.0,3,1,12,10,6.0,48,25.0,0,0,0,PAK
Abul Hasan,2012-2018,7.0,3,0,11,7,3.66,16,68.75,0,0,0,BAN
Ahmed Kamal,1999-1999,1.0,1,0,11,11,11.0,19,57.89,0,0,0,BAN
MJD Allingham,1999-1999,3.0,3,0,11,6,3.66,96,11.45,0,0,0,SCOT
LJ Burger,2003-2003,6.0,6,1,11,5,2.2,62,17.74,0,0,2,NAM
SF Burger,2003-2003,2.0,2,0,11,6,5.5,20,55.0,0,0,0,NAM
DC Drakes,2023-2023,3.0,2,0,11,8,5.5,17,64.7,0,0,0,WI
NGRP Jayasuriya,2018-2018,2.0,2,1,11,11,11.0,13,84.61,0,0,1,SL
NM Kulkarni,1997-1998,10.0,5,3,11,5,5.5,20,55.0,0,0,1,IND
MG Neser,2018-2023,4.0,4,0,11,6,2.75,29,37.93,0,0,1,AUS
M Pathirana,2023-2023,12.0,7,2,11,5,2.2,35,31.42,0,0,2,SL
PM Pushpakumara,2017-2017,2.0,2,0,11,8,5.5,26,42.3,0,0,0,SL
Saad Ali,2019-2019,2.0,2,0,11,7,5.5,23,47.82,0,0,0,PAK
R Sharma,2004-2004,2.0,2,0,11,10,5.5,24,45.83,0,0,0,HKG
JG Williamson,1999-1999,2.0,2,0,11,10,5.5,35,31.42,0,0,0,SCOT
Abdul Qadir,1990-1993,5.0,4,1,10,7,3.33,20,50.0,0,0,0,PAK
Abdul Rahman,2023-2023,3.0,3,1,10,4,5.0,37,27.02,0,0,0,AFG
TR Ambrose,2008-2008,5.0,5,1,10,6,2.5,34,29.41,0,0,1,ENG
Ansh Tandon,2023-2023,1.0,1,0,10,10,10.0,18,55.55,0,0,0,UAE
MA Aponso,2016-2018,9.0,7,4,10,4,3.33,45,22.22,0,0,1,SL
A Ashok,2023-2023,2.0,1,0,10,10,10.0,12,83.33,0,0,0,NZ
